epoch,step,train_acc_step,train_loss_step
0,49,0.5625,0.6895621768999263
0,99,0.71875,0.6928908915069769
0,149,0.40625,0.694706632719317
0,199,0.3125,0.6929136302114784
0,249,0.4375,0.6933797707470148
0,299,0.5,0.6932042865030326
0,349,0.4375,0.6931633189463184
0,399,0.59375,0.6930697565418136
0,449,0.5625,0.6931428185768738
0,499,0.46875,0.6931375693858648
0,549,0.5,0.6931496550126308
0,599,0.5625,0.6931594271668574
0,649,0.40625,0.6931494884382664
0,699,0.53125,0.6931480131344829
0,749,0.59375,0.693145735180555
0,799,0.53125,0.6931462560789308
0,849,0.53125,0.6931465131826042
0,899,0.5625,0.6931473572709219
0,949,0.4375,0.693146967384499
0,999,0.53125,0.6931469069683109
0,1049,0.5625,0.6931471534798388
0,1099,0.4375,0.6931472498952651
0,1149,0.5625,0.6931472094661848
0,1199,0.59375,0.6931471695101701
0,1249,0.46875,0.6931471630869472
0,1299,0.59375,0.6931471851384805
0,1349,0.5625,0.6931471817959889
0,1399,0.625,0.6931471780151377
0,1449,0.53125,0.6931471810595051
0,1499,0.40625,0.6931471830308775
0,1549,0.40625,0.6931471819279238
0,1599,0.5,0.6931471829552811
