epoch,step,train_acc_step,train_loss_step
0,9,0.5625,0.7088983737048693
0,19,0.625,0.7020443196670385
0,29,0.5,0.6899761339082033
0,39,0.53125,0.687164125876734
0,49,0.5,0.6931736322731012
0,59,0.40625,0.6923250442814606
0,69,0.5,0.6959903643582948
0,79,0.5625,0.6908553071989445
0,89,0.375,0.6925009496299026
0,99,0.5,0.6937055928974587
0,109,0.4375,0.6912855711889279
0,119,0.34375,0.6935922750490136
0,129,0.3125,0.6949598812680051
0,139,0.46875,0.6929160080935617
0,149,0.53125,0.6923253030145133
0,159,0.5,0.6922383487171828
0,169,0.5,0.6924972167328178
0,179,0.5,0.6937777403441032
0,189,0.4375,0.6930574050643372
0,199,0.5625,0.6937444282298202
0,209,0.46875,0.6932641097591841
0,219,0.53125,0.6931892671304922
